rating,rating_raw,date,comment,raw_word_count,language,clean_comment,year_month,clean_word_count,subjectivity_score
3.5,★★★½,2026-01-14,"★★★½ Rewatched by Emilee 14 Jan 2026
1
I love all the accommodations to the different animals going about their lives :3
No likes yet",25,en,rewatched emilee jan love accommodation different animal going life like yet,2026-01,11,3.318778116109009
4.0,★★★★,2016-03-13,"★★★★ Watched by Wayne Maw 13 Mar 2016
Loved it, didn't have high expectations and it doesn't match up with the better offerings of Pixar but this was an entertaining, funny and well judged. A good mixture of jokes that play to the young viewers and plenty of jokes for the adults in attendance. Also dealt with issues of exclusion and prejudice about as well as a disney animation could do.
Some very entertaining in jokes, self referential humor and puns, Idris Elba voicing the police captain Bull was a particular highlight.
A genuine pleasant surprise of a film
No likes yet",102,en,watched wayne maw mar loved high expectation match better offering pixar entertaining funny well judged good mixture joke play young viewer plenty joke adult attendance also dealt issue exclusion prejudice well disney animation could entertaining joke self referential humor pun idris elba voicing police captain bull particular highlight genuine pleasant surprise film like yet,2016-03,54,3.969622331787039
4.0,★★★★,2016-03-10,"★★★★
Watched by Adrian 10 Mar 2016
'Life's a little bit messy. We all make mistakes. No matter what type of animal you are, change starts with you.'
The greatest thing that I can say about Zootopia is that it absolutely did meet my expectations, and I'm so glad to say this. Zootopia is a exciting dive into the genre of buddy cop movies, it's filled with a lot of fun, but at the same time, you get some deep messages about racism, the concept of classes… more
61 likes",90,en,watched adrian mar life little bit messy make mistake matter type animal change start greatest thing say zootopia absolutely meet expectation glad say zootopia exciting dive genre buddy cop movie filled lot fun time get deep message racism concept class like,2016-03,41,3.3783571705310997
5.0,★★★★★,2016-02-17,"★★★★★
Watched by Brandon 17 Feb 2016
Quickie--Zootopia! Disney animation has done it again! I straight up LOVE this movie. A rich story, great animation, a perfect voice cast, and awesome humor. You definitely need to go see this one. Disney/Pixar had two movies release last year and I would consider both of them inferior to this gem right here. No words, just go catch this flick on March 4, 2016!
I give Zootopia a 95%
2 likes",78,en,watched brandon feb quickie zootopia disney animation done straight love movie rich story great animation perfect voice cast awesome humor definitely need go see one disney pixar two movie release last year would consider inferior gem right word go catch flick march give zootopia like,2016-02,45,4.189392333365743
4.0,★★★★,2016-03-06,"★★★★ Watched by stevenedwards 06 Mar 2016
Even if it doesn't always work and it may not stay perfectly logical, an animation film going for such deeply thematic and topical material has to be applauded and appreciated. So much of this works and makes a great point about social injustices and biases that we all can take away a lot of from it. There is still a lot of humor and lovely animation to boost, and even if it relies on a few too many pop culture references it still works way more often than not.
No likes yet",99,en,watched stevenedwards mar even always work may stay perfectly logical animation film going deeply thematic topical material applauded appreciated much work make great point social injustice bias take away lot still lot humor lovely animation boost even relies many pop culture reference still work way often like yet,2016-03,48,3.6919022288744863
4.0,★★★★,2016-03-06,"★★★★ Watched by Nick James 06 Mar 2016
I feel like ZOOTOPIA was the key for me in unlocking what the current state of Disney Animation is. Over the past 80 years, Disney has continued to evolve both the kind of stories it wants to tell and the tools it uses to convey them. These decades have had their shares of ups and downs, but (almost) every time Disney comes back around with a slight course correction that never takes itself too far away from the initial mission… more
4 likes",91,en,watched nick james mar feel like zootopia key unlocking current state disney animation past year disney continued evolve kind story want tell tool us convey decade share ups down almost every time disney come back around slight course correction never take far away initial mission like,2016-03,46,2.9822165788028485
4.5,★★★★½,2016-03-11,"★★★★½ Rewatched by zachhayes 11 Mar 2016
just as good the second time. honestly it's been a long time since an animated film talked so well about something so hard to talk about.
1 like",35,en,rewatched zachhayes mar good second time honestly long time since animated film talked well something hard talk like,2016-03,18,3.1848078985327977
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Rachel🧚🏻‍♀️ 05 Mar 2016
Pixar just seems to be doing it for me since Good Dinosaur. After seeing the preview for this movie back in December I was a bit cautious going in. I felt that it was just going to be ""ok"" and that there was a possibility that most of the good scenes were in the trailer. I was way wrong and Pixar continues to make good, solid family movies.
Zootopia is all about discrimination. I won't spoil anything but the message… more
No likes yet",91,en,watched rachel mar pixar seems since good dinosaur seeing preview movie back december bit cautious going felt going ok possibility good scene trailer way wrong pixar continues make good solid family movie zootopia discrimination spoil anything message like yet,2016-03,39,3.529996685214818
3.5,★★★½,2026-01-19,"★★★½
Watched by BilboTeaBaggins 19 Jan 2026
Probably would have been a 60 minute movie without the sloths.
No likes yet",21,en,watched bilboteabaggins jan probably would minute movie without sloth like yet,2026-01,11,2.55602092774405
4.5,★★★★½,2026-01-17,"★★★★½ Rewatched by Raegan Waddell 17 Jan 2026
.5 off because Judy is annoying but this movie is fire
No likes yet",22,en,rewatched raegan waddell jan judy annoying movie fire like yet,2026-01,10,2.131885054931191
0.5,½,2026-01-20,"½ Watched by lucymccray 20 Jan 2026
I HATE THIS (the dentist made me watch it)
No likes yet",19,en,watched lucymccray jan hate dentist made watch like yet,2026-01,9,4.298241939176677
4.5,★★★★½,2016-03-04,"★★★★½
Watched by ryan 04 Mar 2016
Disney's ""Fuck you"" to Donald Trump and his supporters.
This is an example of committee filmmaking done absolutely right. Zootopia is stuffed to the brim with visual metaphors, amazingly detailed environments, and beautifully animated characters. The casting is excellent (especially Jason Bateman's fox and J.K. Simmons's lion), the writing is witty. It's a classic approach, using anthropomorphized animals to tell a relevant political parable. It may be wholly unsubtle with its themes, but those themes are as prescient as ever, and sometimes people need messages to be overt in order for them sink in.
22 likes",103,en,watched ryan mar disney fuck donald trump supporter example committee filmmaking done absolutely right zootopia stuffed brim visual metaphor amazingly detailed environment beautifully animated character casting excellent especially jason bateman fox j k simmons lion writing witty classic approach using anthropomorphized animal tell relevant political parable may wholly unsubtle theme theme prescient ever sometimes people need message overt order sink like,2016-03,61,3.7109548844839537
4.0,★★★★,2016-02-27,"★★★★
Watched by Daniel Kuritskiy 27 Feb 2016
Zootopia continues Disney's successful streak of great animated features. It has charming lead characters, gorgeous animation, incredible world-building and some very funny jokes. But the most surprising aspect of the film is its effective exploration of such complex themes like racism and prejudice towards others, without feeling preachy and heavy-handed, and instead is used effectively to drive the story forward. Another win for Disney!
18 likes",74,en,watched daniel kuritskiy feb zootopia continues disney successful streak great animated feature charming lead character gorgeous animation incredible world building funny joke surprising aspect film effective exploration complex theme like racism prejudice towards others without feeling preachy heavy handed instead used effectively drive story forward another win disney like,2016-02,49,3.7350454882249555
5.0,★★★★★,2026-01-19,"★★★★★ Watched by medhamishra 19 Jan 2026
😔😔😔i need my nick too
the shakira song's gonna be my jam
No likes yet",22,en,watched medhamishra jan need nick shakira song gonna jam like yet,2026-01,11,2.775160549349132
4.5,★★★★½,2016-03-03,"★★★★½
Watched by M@ 03 Mar 2016
Very impressed and surprised by this one. Love it.
6 likes",18,en,watched mar impressed surprised one love like,2016-03,7,4.855545104065196
4.0,★★★★,2016-03-06,"★★★★
Watched by Nathan Groothuis 06 Mar 2016
Disney tackles racism... because who else is better at handling sensitive, controversial, subjects than Disney?
After hearing the rave reviews I was very excited for ZOOTOPIA. And if I had left about ten minutes before the end this would most likely be another review saying that ZOOTOPIA is a masterpiece. (extremely forced and unnecessary Shakira pop song not withstanding) But unfortunately in the last ten minutes, the message which up until now had been almost as masterfully portrayed as INSIDE… more
2 likes",91,en,watched nathan groothuis mar disney tackle racism else better handling sensitive controversial subject disney hearing rave review excited zootopia left ten minute end would likely another review saying zootopia masterpiece extremely forced unnecessary shakira pop song withstanding unfortunately last ten minute message almost masterfully portrayed inside like,2016-03,47,3.6796595039019664
2.5,★★½,2026-01-19,"★★½ Rewatched by Azure_Cota 19 Jan 2026
In Brief:
I saw a review of this film once upon a time that called it “Crash for children.” I haven’t seen Crash so I cannot quantify that statement myself; but a poor attempt at discussing racism? Yeah, that’s kinda accurate. It’s a better detective film, and would have been a great one if it was only that.
At Length:
So, time to get heavy.
I’m just going to rip the bandaid off now. This is a pretty harsh chaser… more
No likes yet",91,en,rewatched azure cota jan brief saw review film upon time called crash child seen crash cannot quantify statement poor attempt discussing racism yeah kinda accurate better detective film would great one length time get heavy going rip bandaid pretty harsh chaser like yet,2026-01,43,3.8344179244268464
4.5,★★★★½,2016-03-04,"★★★★½ Watched by Kyle Schroeder 04 Mar 2016
Zootopia (2016)
PG | 108 min | Animation, Action, Adventure
""In a city of anthropomorphic animals, a fugitive con artist fox and a rookie bunny cop must work together to uncover a conspiracy.""
A timely message for people of all ages mixed in with a fun keeps you think tale, Disney animation studios provides another satisfying film. Zootopia is brightly animated with the wit and humor you come to expect with Disney's writers are on top of their game.
They… more
1 like",91,en,watched kyle schroeder mar zootopia pg min animation action adventure city anthropomorphic animal fugitive con artist fox rookie bunny cop must work together uncover conspiracy timely message people age mixed fun keep think tale disney animation studio provides another satisfying film zootopia brightly animated wit humor come expect disney writer top game like,2016-03,53,3.000197264410207
5.0,★★★★★,2016-03-06,"★★★★★ Watched by Gazelle Garcia 06 Mar 2016
1
I was very concerned that friends hyping on this so hard was setting me up for disappointment. That didn't happen, not even a little bit. This gorgeous, intelligent, fun story speaks for itself. The only thing keeping Zootopia out of my top ten favorite animated features of all time is that the others have nostalgia on their side, because otherwise the quality of this film surpasses a large percent of those released before it.
Zootopia has a well executed progression… more
35 likes",92,en,watched gazelle garcia mar concerned friend hyping hard setting disappointment happen even little bit gorgeous intelligent fun story speaks thing keeping zootopia top ten favorite animated feature time others nostalgia side otherwise quality film surpasses large percent released zootopia well executed progression like,2016-03,43,3.49346810280972
3.0,★★★,2016-03-12,"★★★ Watched by Derek Bowman 12 Mar 2016
The most Dreamworks film Disney has ever made. That's not necessarily a bad thing--it's sinfully cute and rather fun. It just also hammers you over the head with it's (admittedly timely & important) thematic material and is almost exclusively concerned with the aesthetic makeup of Zootopia. Jenny Slate is amazing though.
No likes yet",62,en,watched derek bowman mar dreamworks film disney ever made necessarily bad thing sinfully cute rather fun also hammer head admittedly timely important thematic material almost exclusively concerned aesthetic makeup zootopia jenny slate amazing though like yet,2016-03,36,4.17755935209165
3.0,★★★,2016-02-22,"★★★ Watched by Paulus Theodore 22 Feb 2016
Beautiful, funny and clever. Go see Zootopia with your kids.
1 like",20,en,watched paulus theodore feb beautiful funny clever go see zootopia kid like,2016-02,12,3.8526592581633725
4.5,★★★★½,2026-01-19,"★★★★½ Rewatched by Kate 19 Jan 2026
2 days on the trot, FIWB
No likes yet",16,en,rewatched kate jan day trot fiwb like yet,2026-01,8,2.26060682633419
4.5,★★★★½,2026-01-19,"★★★★½ Watched by tiansann 19 Jan 2026
sexy ass fox I get it now
No likes yet",17,en,watched tiansann jan sexy as fox get like yet,2026-01,9,1.9778032203619054
4.0,★★★★,2016-03-04,"★★★★ Watched by nhoffman23 04 Mar 2016
Hamsters are totally underrated.
#hamstersmeanbusiness
doubletoasted.com/wp-content/uploads/2016/01/ZootopiaHamsters_carousel.jpg
1 like",15,en,watched nhoffman mar hamster totally underrated hamstersmeanbusiness doubletoasted com wp content uploads zootopiahamsters carousel jpg like,2016-03,16,3.4090300593903287
5.0,★★★★★,2026-01-20,"★★★★★
Rewatched by beleloi 20 Jan 2026
Okay, this movie is great. It shows the ability that ""small"" people can be bigger, and not in the sense of height, but of capacity. I LOVE this movie of passion, it reminds me of my childhood. The animal world is super well done; the case is well directed. Nick's sarcasm makes the movie funny, I love it!!
No likes yet",68,en,rewatched beleloi jan okay movie great show ability small people bigger sense height capacity love movie passion reminds childhood animal world super well done case well directed nick sarcasm make movie funny love like yet,2026-01,35,4.088707255124084
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Cameron 04 Mar 2016
A wonderfully cute film with a poignant and timely message that's sure to make children and adults think, laugh, and maybe shed a tear.
3 likes",33,en,watched cameron mar wonderfully cute film poignant timely message sure make child adult think laugh maybe shed tear like,2016-03,19,3.3090902383848415
4.0,★★★★,2016-03-13,"★★★★ Watched by Jason 13 Mar 2016
2
Zootopia is a great film for children and adults alike. There were a surprising amount of adult references that kids would not get. Most notably to The Godfather, Breaking Bad, Cheech & Chong, and surely many others. They got the parents in my cinema laughing.
The cast of characters that they assembled are pretty fantastic. Judy Hopps (Ginnifer Goodwin) is a ridiculously cute rabbit. I loved her drooping ears, and her voice was perfect. She's super adorable. Nick Wilde (Jason Bateman)… more
3 likes",92,en,watched jason mar zootopia great film child adult alike surprising amount adult reference kid would get notably godfather breaking bad cheech chong surely many others got parent cinema laughing cast character assembled pretty fantastic judy hopps ginnifer goodwin ridiculously cute rabbit loved drooping ear voice perfect super adorable nick wilde jason bateman like,2016-03,53,4.2699326510540185
4.5,★★★★½,2026-01-19,"★★★★½ Watched by danielbfc13 19 Jan 2026
Flash is top 1 animal on this
No likes yet",17,en,watched danielbfc jan flash top animal like yet,2026-01,8,2.6637503057585183
5.0,★★★★★,2026-01-20,"★★★★★
Watched by HawkHiland 20 Jan 2026
One of the best animated movies with a crazy story and plot twist at the end. I loved how everything is a parody on something in real life, but with an animal twist on it. I hate the ugly dumb sheep.
No likes yet",51,en,watched hawkhiland jan one best animated movie crazy story plot twist end loved everything parody something real life animal twist hate ugly dumb sheep like yet,2026-01,26,4.5273847301447745
4.5,★★★★½,2026-01-19,"★★★★½
Rewatched by bea 19 Jan 2026
esse filme é tão querido
No likes yet",15,en,rewatched bea jan esse filme querido like yet,2026-01,8,2.298490314057335
4.0,★★★★,2026-01-20,"★★★★ Rewatched by TrisMurray 20 Jan 2026
Good film, longer than I remember it being! Very enjoyable, good laughs, 4/5.
No likes yet",23,en,rewatched trismurray jan good film longer remember enjoyable good laugh like yet,2026-01,12,4.00263236532714
5.0,★★★★★,2016-03-06,"★★★★★
Watched by Fadi Michel 06 Mar 2016
I had a total blast with Zootopia!
The movie introduces an amazing world to us! Interesting story and well written screenplay with some twists. The idea of Zootopia itself is so cool!
The movie has great characters . I loved Judy Hopps and Nick Wilde. Also Clawhauser was so funny.
The voice roles were excellent. The movie was pretty hilarious. I laughed and smiled all the time.
The animation was amazing. The direction cared with every single detail in every… more
1 like",91,en,watched fadi michel mar total blast zootopia movie introduces amazing world u interesting story well written screenplay twist idea zootopia cool movie great character loved judy hopps nick wilde also clawhauser funny voice role excellent movie pretty hilarious laughed smiled time animation amazing direction cared every single detail every like,2016-03,50,4.580191923717427
2.5,★★½,2026-01-19,"★★½ Watched by smylyfeinn 19 Jan 2026
too hyped cant lie...
No likes yet",14,en,watched smylyfeinn jan hyped cant lie like yet,2026-01,8,2.20864108558812
5.0,★★★★★,2026-01-20,"★★★★★ Watched by imfroggiee 20 Jan 2026
1/10 . I know I have watched this movie but I don’t remebver much from it so I’m going to rewatch it
No likes yet",32,en,watched imfroggiee jan know watched movie remebver much going rewatch like yet,2026-01,12,2.3070918984038244
4.5,★★★★½,2026-01-18,"★★★★½
Rewatched by becca ೀ 18 Jan 2026
my mommy said she wishes you were dead
2 likes",18,en,rewatched becca jan mommy said wish dead like,2026-01,8,3.3846859330194454
3.5,★★★½,2016-03-13,"★★★½ Watched by andy 13 Mar 2016
Would I had given Zootopia a higher score if Shakira had been a goat instead of a gazelle? Yes, yes I'd had.
1 like",31,en,watched andy mar would given zootopia higher score shakira goat instead gazelle yes yes like,2016-03,15,3.6323076812215307
4.5,★★★★½,2026-01-20,"★★★★½
Watched by bella 20 Jan 2026
what up, it’s woolter and jesse back with another episode of breaking baad. the red scare? more like the pred scare.
1 like",30,en,watched bella jan woolter jesse back another episode breaking baad red scare like pred scare like,2026-01,16,2.6585220320519816
3.5,★★★½,2016-03-04,"★★★½ Watched by Pappa Nate 04 Mar 2016
A bad Shakira song, a questionable toilet escape and shaky story rhythm Zooptopia manages to bring an oddly timely message in a non preachy and lively manner.
3 likes",37,en,watched pappa nate mar bad shakira song questionable toilet escape shaky story rhythm zooptopia manages bring oddly timely message non preachy lively manner like,2016-03,24,3.3630534303175073
3.5,★★★½,2026-01-19,"★★★½ Watched by RafiFlarey626 19 Jan 2026
Idk what is the weirdest thing this movie got me thinking about after watch. The multiple amount of questions I had for this world about how sex works for them, or the fact Bellwether feels like she was a foreshadow on Kristi Noem.
This was a good movie tho, a true simple classic from 2010s Disney.
7/10(Bunny Cop)
No likes yet",68,en,watched rafiflarey jan idk weirdest thing movie got thinking watch multiple amount question world sex work fact bellwether feel like foreshadow kristi noem good movie tho true simple classic disney bunny cop like yet,2026-01,34,3.389519262365468
3.5,★★★½,2026-01-20,"★★★½ Watched by liannabooth 20 Jan 2026
Cute movie! Liked it more than I thought I would
No likes yet",20,en,watched liannabooth jan cute movie liked thought would like yet,2026-01,10,3.108503835963039
4.5,★★★★½,2016-03-08,"★★★★½
Watched by KingKong 08 Mar 2016
*Review: Zootopia*
The last time a Disney feature received overwhelming critical and audience acclaim, such as Zootopia has been getting, was last year's Inside Out (a Disney/Pixar production). I allowed my hopes to get quite high, then was disappointed to find that film just didn't appeal to me as much as it did to others. In fact, I slept through at least twenty minutes of it in the theater. That's not to knock it for people that did enjoy it.… more
No likes yet",91,en,watched kingkong mar review zootopia last time disney feature received overwhelming critical audience acclaim zootopia getting last year inside disney pixar production allowed hope get quite high disappointed find film appeal much others fact slept least twenty minute theater knock people enjoy like yet,2016-03,44,3.2714797115381966
5.0,★★★★★,2016-03-04,"★★★★★
Watched by rikki 04 Mar 2016
This could easily become my favorite movie. It was the perfect balance of humor for kids and more adult humor which a lot of films can't seem to do. The animation was amazing (Disney is always pretty good about that, though, so I'm not surprised) and the characters! They were all so wonderful.
No likes yet",63,en,watched rikki mar could easily become favorite movie perfect balance humor kid adult humor lot film seem animation amazing disney always pretty good though surprised character wonderful like yet,2016-03,29,6.156465174565548
4.0,★★★★,2026-01-19,"★★★★ Watched by Jayan Patel 19 Jan 2026
I had no clue what this was about when watching so was pleasantly surprised with how funny it was! Trying to not be overly critical and to rate it just based I the fact that it was fun to watch!
No likes yet",51,en,watched jayan patel jan clue watching pleasantly surprised funny trying overly critical rate based fact fun watch like yet,2026-01,19,3.364180916200113
3.5,★★★½,2016-03-05,"★★★½
Watched by Jeffrey Overstreet 05 Mar 2016
3
First off, let's pause and appreciate this simple fact: It's an animated movie about animals... and it never once stoops to a fart joke.
[pause]
Okay.
This super-energized bunny leaps high and far with impressive characterization, storytelling confidence, wild world-building creativity, and comic agility... and then doesn't quite stick the landing.
Disney Animation has clearly learned lessons from the Pixar Dream Team of old, but still they freak out at the end, worrying that they haven't been clear, and give… more
16 likes",92,en,watched jeffrey overstreet mar first let pause appreciate simple fact animated movie animal never stoop fart joke pause okay super energized bunny leap high far impressive characterization storytelling confidence wild world building creativity comic agility quite stick landing disney animation clearly learned lesson pixar dream team old still freak end worrying clear give like,2016-03,54,3.644040470302031
4.0,★★★★,2026-01-19,"★★★★ Watched by Marty 19 Jan 2026
Zootopia from 2016 — after years of memes, praise, and endless discussions about it.
Animation & world-building — top tier. Disney delivered one of their best-looking films at the time: insane level of detail in the city, distinct districts, fur textures, lighting — everything is on point. Zootopia feels like a living, breathing place, not just a backdrop.
Themes — easily the strongest part. Racism, stereotypes, systemic discrimination, fear of the “other,” fearmongering as a tool for power, even microaggressions —… more
No likes yet",92,en,watched marty jan zootopia year meme praise endless discussion animation world building top tier disney delivered one best looking film time insane level detail city distinct district fur texture lighting everything point zootopia feel like living breathing place backdrop theme easily strongest part racism stereotype systemic discrimination fear fearmongering tool power even microaggressions like yet,2026-01,55,3.750119404390308
4.0,★★★★,2016-02-22,"★★★★
Watched by Sigfred Storstrand 22 Feb 2016
Disney has managed to tackle some incredibly current themes, with a great piece of social commentary, made available for all ages. Also probably the best buddy-cop movie since 21 Jump Street.
18 likes",41,en,watched sigfred storstrand feb disney managed tackle incredibly current theme great piece social commentary made available age also probably best buddy cop movie since jump street like,2016-02,27,3.4640248587687754
5.0,★★★★★,2026-01-19,"★★★★★ Watched by lolairene 19 Jan 2026
Honestly so ahead of its time
No likes yet",16,en,watched lolairene jan honestly ahead time like yet,2026-01,8,2.882082347669141
4.5,★★★★½,2026-01-19,"★★★★½
Watched by Profiter 19 Jan 2026
Nick benim olmak ister miisin
No likes yet",15,en,watched profiter jan nick benim olmak ister miisin like yet,2026-01,10,2.320575232815794
4.0,★★★★,2026-01-19,"★★★★ Watched by DeepfriedNapalm 19 Jan 2026
Rip Judyhoppslover69
8.5/10
1 like",12,en,watched deepfriednapalm jan rip judyhoppslover like,2026-01,6,2.272763739671375
3.0,★★★,2016-03-06,"★★★
Watched by Prof. Ratigan 06 Mar 2016
Very impressed by Disney, founded by someone with a dubious history on racial issues, making a movie this bold. Obviously funny and we'll made, it may just do some good.
1 like",40,en,watched prof ratigan mar impressed disney founded someone dubious history racial issue making movie bold obviously funny made may good like,2016-03,21,3.3422848107092515
4.0,★★★★,2016-03-04,"★★★★ Watched by Rassoodocks 04 Mar 2016
Disney's film noir comedy/bunny cop movie Zootopia starts off 2016 animation with lots of clever, adorable fun. Will be catching this one in theaters again soon.
1 like",35,en,watched rassoodocks mar disney film noir comedy bunny cop movie zootopia start animation lot clever adorable fun catching one theater soon like,2016-03,22,2.2130012273084207
3.5,★★★½,2026-01-19,"★★★½ Watched by aidansullivan23 19 Jan 2026
Loved this as a kid good movie
No likes yet",17,en,watched aidansullivan jan loved kid good movie like yet,2026-01,9,3.69456974868776
