rating,rating_raw,date,comment,raw_word_count,language,clean_comment,year_month,clean_word_count,subjectivity_score
5.0,★★★★★,2026-01-20,"★★★★★ Watched by M 20 Jan 2026
Nice and light hearted but also kind of deep? Are we sure this is aimed at children?
Anyway, it was all very cute and I loved hearing Shakira but why wasn’t she like an animal native to Colombia? Why a caked up Gazelle?
1 like",52,en,watched jan nice light hearted also kind deep sure aimed child anyway cute loved hearing shakira like animal native colombia caked gazelle like,2026-01,23,4.395953042799865
4.0,★★★★,2026-01-20,"★★★★ Rewatched by TrisMurray 20 Jan 2026
Good film, longer than I remember it being! Very enjoyable, good laughs, 4/5.
No likes yet",23,en,rewatched trismurray jan good film longer remember enjoyable good laugh like yet,2026-01,12,4.4862112338095725
5.0,★★★★★,2026-01-20,"★★★★★ Rewatched by Nurhan Örs 20 Jan 2026
absolute cinema
1 like",12,en,rewatched nurhan r jan absolute cinema like,2026-01,7,2.115105899632927
3.0,★★★,2026-01-20,"★★★
Watched by Jesus 20 Jan 2026
Solid movie
No likes yet",12,en,watched jesus jan solid movie like yet,2026-01,7,1.5836070376841478
3.0,★★★,2026-01-20,"★★★ Watched by Adam Grey 20 Jan 2026
Can’t believe my first watch is in 2026.. Rly fun and funny but I wasn’t like amazed despite mega hype from my best friend and I love a kids movie 💔 but it was good regardless
No likes yet",47,en,watched adam grey jan believe first watch rly fun funny like amazed despite mega hype best friend love kid movie good regardless like yet,2026-01,24,4.697711130932809
5.0,★★★★★,2026-01-20,"★★★★★ Rewatched by ogulcankayali 20 Jan 2026
Tavşan :)
1 like",11,en,rewatched ogulcankayali jan tav like,2026-01,5,2.1152510586900553
4.0,★★★★,2026-01-20,"★★★★
Watched by QuentinGunners 20 Jan 2026
Top Disney
No likes yet",12,en,watched quentingunners jan top disney like yet,2026-01,7,2.712637585648462
5.0,★★★★★,2026-01-20,"★★★★★ Watched by bert 20 Jan 2026
Incredible. No notes. Film of a generation.
No likes yet",17,en,watched bert jan incredible note film generation like yet,2026-01,9,4.437125871320694
4.5,★★★★½,2026-01-20,"★★★★½
Rewatched by chloe 🎬 20 Jan 2026
the most relevant film literally ever
No likes yet",17,en,rewatched chloe jan relevant film literally ever like yet,2026-01,9,2.886836363430892
1.0,★,2026-01-20,"★ Watched by Slaylakayla 20 Jan 2026
Cops cops cops
No likes yet",13,en,watched slaylakayla jan cop cop cop like yet,2026-01,8,1.7315396814773543
3.0,★★★,2026-01-20,"★★★
Watched by josewup 20 Jan 2026
zoofilia 😍
No likes yet",12,en,watched josewup jan zoofilia like yet,2026-01,6,1.783895702199798
4.0,★★★★,2026-01-20,"★★★★ Rewatched by Dragonbee_ 20 Jan 2026
""I want to make the world a better place!"" Proceeds to become a cop...
Apart from that, this movie Is always an enjoyable watch!
No likes yet",34,en,rewatched dragonbee jan want make world better place proceeds become cop apart movie always enjoyable watch like yet,2026-01,18,3.613861899303103
3.5,★★★½,2026-01-20,"★★★½ Watched by Leaving_Nahun 20 Jan 2026
Cuando Flash rapidash empieza a sonreír con el chiste es cine puro
No likes yet",22,en,watched leaving nahun jan cuando flash rapidash empieza sonre r con el chiste e cine puro like yet,2026-01,18,2.7144071097149385
4.0,★★★★,2026-01-20,"★★★★ Watched by Roos 20 Jan 2026
i know im late to the party... anyway... heyyyy nick
1 like",19,en,watched roos jan know im late party anyway heyyyy nick like,2026-01,11,2.481953205408757
4.5,★★★★½,2026-01-20,"★★★★½ Watched by Nic Pringle 20 Jan 2026
Absolutely class
1 like",12,en,watched nic pringle jan absolutely class like,2026-01,7,3.448449615454604
3.5,★★★½,2026-01-20,"★★★½ Watched by srvycrps 20 Jan 2026
and just like that they ended racism 
the last 40 minutes = absolute cinema
No likes yet",24,en,watched srvycrps jan like ended racism last minute absolute cinema like yet,2026-01,12,3.6221609978337663
5.0,★★★★★,2025-05-27,"★★★★★
Rewatched by dessie!! 27 May 2025
why’d they delete the abortion comic
No likes yet",16,en,rewatched dessie may delete abortion comic like yet,2025-05,8,2.4430579483404484
5.0,★★★★★,2026-01-20,"★★★★★
Watched by louisleb 20 Jan 2026
Meilleur Disney
No likes yet",12,en,watched louisleb jan meilleur disney like yet,2026-01,7,1.8201488393250382
4.0,★★★★,2026-01-20,"★★★★ Watched by hanrichxrdson 20 Jan 2026
judy hopps no 1 fan !!!!
No likes yet",16,en,watched hanrichxrdson jan judy hopps fan like yet,2026-01,8,2.989298705389336
5.0,★★★★★,2026-01-20,"★★★★★
Watched by olszi 20 Jan 2026
kocham
No likes yet",11,en,watched olszi jan kocham like yet,2026-01,6,1.783895702199798
4.0,★★★★,2026-01-20,"★★★★ Rewatched by Faye 20 Jan 2026
Dare I say one of the best animated movies
No likes yet",19,en,rewatched faye jan dare say one best animated movie like yet,2026-01,11,3.307966949109908
3.5,★★★½,2026-01-20,"★★★½ Watched by Vincent Rupp 20 Jan 2026
Good movie. I like the hippie goat.
No likes yet",18,en,watched vincent rupp jan good movie like hippie goat like yet,2026-01,11,2.5219105967652737
5.0,★★★★★,2026-01-20,"★★★★★ Rewatched by chloe 20 Jan 2026
Been a while
No likes yet",13,en,rewatched chloe jan like yet,2026-01,5,1.498185437600754
4.0,★★★★,2026-01-20,"★★★★ Watched by GabeOrtega 20 Jan 2026
I want Judy hoppes
No likes yet",14,en,watched gabeortega jan want judy hoppes like yet,2026-01,8,1.87319255937599
5.0,★★★★★,2026-01-20,"★★★★★
Watched by nehir 20 Jan 2026
COOOOOK GUZELL
No likes yet",12,en,watched nehir jan coooook guzell like yet,2026-01,7,2.024591759391429
4.0,★★★★,2026-01-20,"★★★★ Watched by Alice 20 Jan 2026
A química da raposa 👅
No likes yet",15,en,watched alice jan qu mica da raposa like yet,2026-01,9,2.184943626874927
3.0,★★★,2026-01-20,"★★★ Watched by gabrielbarrosv 20 Jan 2026
Bonzinho
No likes yet",11,en,watched gabrielbarrosv jan bonzinho like yet,2026-01,6,1.783895702199798
4.0,★★★★,2026-01-20,"★★★★ Watched by yoisaiahhh 20 Jan 2026
fun
2 likes",10,en,watched yoisaiahhh jan fun like,2026-01,5,2.9375929011010156
4.5,★★★★½,2026-01-20,"★★★★½
Watched by Eliwa17 20 Jan 2026
This godfather scene 😭😭😭😭
No likes yet",14,en,watched eliwa jan godfather scene like yet,2026-01,7,1.6862918702203935
2.5,★★½,2026-01-20,"★★½ Watched by ota’ 20 Jan 2026
i need nick bruh omg pls pls pls pls pls king i need you
+ it’s cool for kids
No likes yet",29,en,watched ota jan need nick bruh omg pls pls pls pls pls king need cool kid like yet,2026-01,18,3.820896900109738
3.5,★★★½,2026-01-16,"★★★½ Watched by Jorconean 16 Jan 2026
Ta guapa la verdad
No likes yet",14,en,watched jorconean jan ta guapa la verdad like yet,2026-01,9,2.2123034316025825
5.0,★★★★★,2026-01-20,"★★★★★ Watched by anishav1 20 Jan 2026
plot twist had me genuinely scared at 8
No likes yet",18,en,watched anishav jan plot twist genuinely scared like yet,2026-01,9,2.0243674181029183
4.5,★★★★½,2026-01-18,"★★★★½
Watched by Caleb Davis 18 Jan 2026
I'm super late to the party here, but this is easily one of the best animated movies of the last 10 years. I'm really behind the ball when it comes to animation in recent years. I'm not sure how I've allowed that to happen because I love animated movies and find such comfort in so many of them, but I just haven't watched a ton of them. I've always thought about dedicating an entire month to specifically watching animated movies… more
No likes yet",92,en,watched caleb davis jan super late party easily one best animated movie last year really behind ball come animation recent year sure allowed happen love animated movie find comfort many watched ton always thought dedicating entire month specifically watching animated movie like yet,2026-01,43,4.648720148034715
