rating,date,comment,raw_word_count,language,clean_comment,year_month,clean_word_count,subjectivity_score
8,2016-11-14,"Zootopia (2016): Walt Disney studios are one of the most earliest animation production companies.From Snow White and the Seven Dwarfs (1937) to Zootopia (2016) they have been producing best quality animated movies.Every year since 2013,Walt Disney is winning the Academy Award for Animated feature film.This year Zootopia has already won many hearts and critics top choice and most likely to continue Disney's winning streak.So how is Zootopia?Plot: From the biggest elephant to the tiniest shrew, the city of Zootopia is a beautiful metropolis where all animals live peacefully with one another. Determined to prove her worth, Judy Hopps (Ginnifer Goodwin) becomes the first official bunny cop on the police force. When 14 predator animals go missing, Judy immediately takes the case. Partnering with a smooth talking fox named Nick Wilde (Jason Bateman), Judy must piece together all the clues as to where the predators are and who is behind it all.Plus Points:1)Animation: The city itself is the best part of the picture, a gorgeous melange of design elements. Zootopia is a well designed fictional city with divided territories for every species.The shrew's city and Sloth's DMV office are beautiful and detailed.2)Story and Screenplay: A diversified Animal Kingdom is the cutest plot with brilliant message.Screenplay is highly entertaining with brilliant humor and characters,Judy's passion for being a real police,Nick Wilde's sly nature and Chief Bogo's secret crush on Gazelle and Sloth's office,all have their own mark to keep us entertained.The scene in Sloth's office is epic and one of the most hilarious moments of all time.3)Music: Music is good and timely placed.Minus points:1)Predictable: Though this movie is entertaining when it reaches the end we can easily predict the twist.It is so clichéd and spoiled the fun.So,Zootopia may not be the best animated picture of this year but it depends on other releases of this year.But the Sloth's scene is epic and unforgettable classic.My rating 7.5/10",314,en,zootopia walt disney studio one earliest animation production company snow white seven dwarf zootopia producing best quality animated movie every year since walt disney winning academy award animated feature film year zootopia already many heart critic top choice likely continue disney winning streak zootopia plot biggest elephant tiniest shrew city zootopia beautiful metropolis animal live peacefully one another determined prove worth judy hopps ginnifer goodwin becomes first official bunny cop police force predator animal go missing judy immediately take case partnering smooth talking fox named nick wilde jason bateman judy must piece together clue predator behind plus point animation city best part picture gorgeous melange design element zootopia well designed fictional city divided territory every specie shrew city sloth dmv office beautiful detailed story screenplay diversified animal kingdom cutest plot brilliant message screenplay highly entertaining brilliant humor character judy passion real police nick wilde sly nature chief bogo secret crush gazelle sloth office mark keep u entertained scene sloth office epic one hilarious moment time music music good timely placed minus point predictable though movie entertaining reach end easily predict twist clich spoiled fun zootopia may best animated picture year depends release year sloth scene epic unforgettable classic rating,2016-11,199,2.565544300311013
8,2016-03-28,"It would be an understatement to say that I was extremely excited to see this film. Not only was the trailer hilarious (that sloth scene slayed me) but I am a huge fan of animated films, and this one in particular had plenty of positive buzz around it.Zootopia is a film that goes beyond a child's world of talking animals and deals with some pretty heavy themes, including failure, bullying and prejudices against those who are different (in this case, it's the predators who are the unlikely victims).Judy Hopps (voiced by the adorable Ginnifer Goodwin) is a bunny with a big dream. Much to the rest of the animal world's amusement, she vows to move away from the humble carrot farm she's inherited from her parents to become a police officer in the big, bad city. She spends the rest of the film trying to prove what she's capable of to everyone she meets, particularly when she teams up with the misfit rascal fox named Nick Wilde (where a deliciously sarcastic Jason Bateman lends his voice).Not only is the animation phenomenal, my kudos also goes to the screenwriters who have created a magical world of evolved creatures that actually don't extend too far from our current reality, making this film very humorous, heartfelt and relatable. This is another Disney gem that will become a family favourite for kids and adults alike.motherofpopcorn.wordpress.com",231,en,would understatement say extremely excited see film trailer hilarious sloth scene slayed huge fan animated film one particular plenty positive buzz around zootopia film go beyond child world talking animal deal pretty heavy theme including failure bullying prejudice different case predator unlikely victim judy hopps voiced adorable ginnifer goodwin bunny big dream much rest animal world amusement vow move away humble carrot farm inherited parent become police officer big bad city spends rest film trying prove capable everyone meet particularly team misfit rascal fox named nick wilde deliciously sarcastic jason bateman lends voice animation phenomenal kudos also go screenwriter created magical world evolved creature actually extend far current reality making film humorous heartfelt relatable another disney gem become family favourite kid adult alike motherofpopcorn wordpress com,2016-03,126,2.278714020205693
8,2017-12-27,"Disney certainly has its mojo back. This movie managed to be original, hilarious and brilliant storytelling...not only that, but it was pretty ingenious/subversive commentary too. I wish that they would have done more to address systemic oppression rather than just individual stereotypes, but it was intended to be a conversation starter (as opposed to the entire conversation). Certainly a movie that is worth re-watching and discussing.",66,en,disney certainly mojo back movie managed original hilarious brilliant storytelling pretty ingenious subversive commentary wish would done address systemic oppression rather individual stereotype intended conversation starter opposed entire conversation certainly movie worth watching discussing,2017-12,34,4.024904685181631
9,2016-05-17,"This is a great family film that everyone needs to watch because of all the teaching moments within the film. Let me phrase that: the entire movie is a teaching moment. Zootopia is a film that is all about inclusion, about putting away the stereotypes and prejudices aside to live in a better society and how negative they are, how much they blind someone to see something but hatred and anger.The story is just amazing as it follows Judy Hopps (voiced by Ginnifer Goodwin) a small town bunny who wants to be a part of the big leagues as an officer with all the other large big animals that work together to solve crime in the big city. But she's a bunny, what the heck can a bunny do as a crime? It's a stereotype the resonates so strongly with the audience, with anyone who was thought of as being too weak to do what the ""big boys"" do. Judy is breaking those barriers, breaking those stereotypes to show that even though she may be tiny, she can do their job twice as good as they can. And boy, does she do it. She is suck a great character and the film has so much heart to it because of who she is and how she develops in the film. She's so single minded on her quest to do something right, to prove herself, that she becomes lost within the prejudices that now surpass the. It's a growing moment for her and the audience because they see her mistakes and they see her fix them.As for Nick (voiced by Jason Bateman), he faces many of the same challenges as Judy, but his are based more on the prejudices of a fox. He's a predator, and no one gives him the chance to be anything more than that, so he stopped trying. This is something everyone faced in their life, bullies to geeks, jocks and cheerleaders; society has a way of bunching the few alongside with the few bad apples. Nick represents that side of society that many people don't realize is even there because it is just part of how culture tends to work. And the fact that this film is addressing that makes is such a profound film.This movie should be applauded on the story itself, because these writers and the directors, together they were able to create this very time- appropriate story that has a very powerful theme to it. It is simply such an amazing story about inclusion that doesn't play nice. This is may a kids movie, but that did not stop the writers from adding in some very dramatic scenes to highlight the negativity that comes from watching life through stereotypes and prejudices, how dangerous and hurtful they can be to an individual. It's all about not to judge the book by its cover.Story and amazing voice acting aside, A movie filled with heart, laughs, and plenty of teaching moments for a better society is amazing, and to make it even more amazing were the graphics of the film. Animated movies just get better and better, and Disney works amazingly with their graphics putting so much work into it, they deserve the recognition for their hard work. Everyone deserves something for this film because all together, this film was just an amazing piece of animation that had such a strong story. This is the perfect family film and is the perfect film for everyone of any age, gender, or race because of what it teaches: inclusion.",591,en,great family film everyone need watch teaching moment within film let phrase entire movie teaching moment zootopia film inclusion putting away stereotype prejudice aside live better society negative much blind someone see something hatred anger story amazing follows judy hopps voiced ginnifer goodwin small town bunny want part big league officer large big animal work together solve crime big city bunny heck bunny crime stereotype resonates strongly audience anyone thought weak big boy judy breaking barrier breaking stereotype show even though may tiny job twice good boy suck great character film much heart develops film single minded quest something right prove becomes lost within prejudice surpass growing moment audience see mistake see fix nick voiced jason bateman face many challenge judy based prejudice fox predator one give chance anything stopped trying something everyone faced life bully geek jock cheerleader society way bunching alongside bad apple nick represents side society many people realize even part culture tends work fact film addressing make profound film movie applauded story writer director together able create time appropriate story powerful theme simply amazing story inclusion play nice may kid movie stop writer adding dramatic scene highlight negativity come watching life stereotype prejudice dangerous hurtful individual judge book cover story amazing voice acting aside movie filled heart laugh plenty teaching moment better society amazing make even amazing graphic film animated movie get better better disney work amazingly graphic putting much work deserve recognition hard work everyone deserves something film together film amazing piece animation strong story perfect family film perfect film everyone age gender race teach inclusion,2016-05,261,2.667576779711373
6,2016-06-27,"We were prey and predators once, antagonizing each other. But it was thousands of years ago, now we're all evolved, peaceful and equal. And if anything falls out of that paradigm then it's definitely a result of some malicious interference.That's basically the message of Zootopia. Calling it utopian is hardly insightful, but there's no better way to describe it. An upbeat and positive story of a little bunny who wanted to be different and to change the world by making it a kingdom of kindness and equality once again - that doesn't seem remotely realistic, even if the story was not about animals but humans. Still, with nice visuals and enough goofing around, it's exactly what would keep kids captivated for enough time so that their parents could get their much-needed precious rest. By being somewhere else or doing something else.And I mean it. Zootopia may be full of surprises for the young generation, but it's not a film that can provide a second layer an adult viewer could enjoy. There's no subtlety, instead, everything is explicit and for show, so any attempt to demonstrate some character development is somewhat staged. The difficulties are temporary and solve themselves without much labor. So, at the end of the day, even rooting for the happy ending is not too engaging because it never really seems that it could happen any other way.It's hard to blame Disney for a lack of the real-world complexity. After all, it's what they do: flicks for kids. And those flicks are more or less fairy tales where the good wins simply because they want us to believe in goodness and uphold it. However, there's a thin line between teaching the good and claiming that it's the natural way for everyone, which could be corrupted but is still something we all perceive equally. And while the fairy-tale thinking, despite being obviously naive, bears no big harm, the white lies of the latter approach create a much more distorting illusion. An illusion that we're all the same inside and that we all want to be the same.Come think of it, there might even be a second layer in Zootopia. Unfortunately, that layer looks like some sort of leftist propaganda, telling us that whoever we are, we have no other destiny but to stay united. That no matter who you are, a predator or a prey, a Muslim or an atheist, a Syrian refugee or a German burgher, living together is something that all of you must want and love. And if you wanna separate and set your own order of things, even if you're a vast majority, then there's something wrong with you and you're definitely a bad guy. No dude, stay put and love your neighbors, even if they bang at your wall and yell all night. And don't you dare expecting them to apologize for it!For more than half a century the real-world us were being told that there's no other way, and those who disagree should be branded fascists. So it's quite symbolic that I got to watch Zootopia just a few days after the British people showed the world that an alternative is possible. So nice try Disney, but sometimes it's better to ask difficult questions rather than to make up overly simple answers. And a word of advice to the audience: if you so desperately want a Disney's fairy tale about the world's issues, watch Tomorrowland instead. It's equally simplistic, but at least it leaves you the freedom of choice without stamping the moral labels on it.",593,en,prey predator antagonizing thousand year ago evolved peaceful equal anything fall paradigm definitely result malicious interference basically message zootopia calling utopian hardly insightful better way describe upbeat positive story little bunny wanted different change world making kingdom kindness equality seem remotely realistic even story animal human still nice visuals enough goofing around exactly would keep kid captivated enough time parent could get much needed precious rest somewhere else something else mean zootopia may full surprise young generation film provide second layer adult viewer could enjoy subtlety instead everything explicit show attempt demonstrate character development somewhat staged difficulty temporary solve without much labor end day even rooting happy ending engaging never really seems could happen way hard blame disney lack real world complexity flick kid flick less fairy tale good win simply want u believe goodness uphold however thin line teaching good claiming natural way everyone could corrupted still something perceive equally fairy tale thinking despite obviously naive bear big harm white lie latter approach create much distorting illusion illusion inside want come think might even second layer zootopia unfortunately layer look like sort leftist propaganda telling u whoever destiny stay united matter predator prey muslim atheist syrian refugee german burgher living together something must want love wanna separate set order thing even vast majority something wrong definitely bad guy dude stay put love neighbor even bang wall yell night dare expecting apologize half century real world u told way disagree branded fascist quite symbolic got watch zootopia day british people showed world alternative possible nice try disney sometimes better ask difficult question rather make overly simple answer word advice audience desperately want disney fairy tale world issue watch tomorrowland instead equally simplistic least leaf freedom choice without stamping moral label,2016-06,290,2.787379567599713
8,2016-05-27,Zootopia amazed me with its script. The film focuses on the life events of judy who is an underrated police officer. The story line is told in a way which keeps the audience gripped to their seats. I was especially pleased with the voice-over provided for the characters. The film also has good animation which need not be said for a Walt Disney movie. The whole concept of the movie is interesting as it tells the story of civilized animals.Walt Disney ceases to amaze us with its animation and script as this is worthy of mention. The villain didn't exactly take me by surprise though. But it is no flaw. Overall i would have no trouble watching a second part for this movie which explains my interest for it. 😉,130,en,zootopia amazed script film focus life event judy underrated police officer story line told way keep audience gripped seat especially pleased voice provided character film also good animation need said walt disney movie whole concept movie interesting tell story civilized animal walt disney cease amaze u animation script worthy mention villain exactly take surprise though flaw overall would trouble watching second part movie explains interest,2016-05,65,2.351460350754375
2,2016-03-16,"This movie is a waste of resources in all sense. Is again the typical weak that saves the day but animals instead of humans.In points:-The storyline sucks, boring, slow, I can't keep my eyes or my child's eyes open. The entire movie is a ""police"" investigation in 80's style, with few and boring jokes-The only funny scene is in the public administration, I have to admit, but the only? This kind of movie give a lot of resources to play, animals that are funny by themselves.-Moral..., again? This bores to everyone, if you want moral, you must read Nietzsche, or talk to your kids, don't go to the cinema, because is no made for that.Sorry for the English, no native.",120,en,movie waste resource sense typical weak save day animal instead human point storyline suck boring slow keep eye child eye open entire movie police investigation style boring joke funny scene public administration admit kind movie give lot resource play animal funny moral bore everyone want moral must read nietzsche talk kid go cinema made sorry english native,2016-03,57,3.3196204008500394
8,2016-03-25,"Zootopia really is pretty darn good. The actors that voice the different characters really were picked well. Jason Bateman, Ginnifer Goodwin, and shakira were great leading voices amongst others. The plot is very interesting and also teaches a very good moral lesson. The writing is very clever, funny and irresistibly entertaining. The action sequences were well done and fun to watch. The animation here is very state of the art and well done. The events that lead up to the very interesting ending are all very fun, smart, and entertaining. This movie keeps your undivided attention, that's for sure. The lesson this film teaches and depicts is a very good message, especially for the younger crowd. Children, teenagers, and adults will all love this fun ride. Disney has done it once again. Go out and have a little fun with Zootopia! 8/10.",142,en,zootopia really pretty darn good actor voice different character really picked well jason bateman ginnifer goodwin shakira great leading voice amongst others plot interesting also teach good moral lesson writing clever funny irresistibly entertaining action sequence well done fun watch animation state art well done event lead interesting ending fun smart entertaining movie keep undivided attention sure lesson film teach depicts good message especially younger crowd child teenager adult love fun ride disney done go little fun zootopia,2016-03,78,2.7447957918726313
9,2016-03-22,"'ZOOTOPIA': Four and a Half Stars (Out of Five)The 55th feature film from Walt Disney Animation Studios. This one revolves around a world of anthropomorphic animals; where a cop bunny teams with a con artist fox, to solve a missing animal case. It was directed by Byron Howard and Rich Moore, and co-directed by Jared Bush (the trio also co-wrote the movie, with 5 other writers). The film stars the voice talents of Ginnifer Goodwin, Jason Bateman, Idris Elba, J.K. Simmons, Jenny Slate, Nate Torrence, Octavia Spencer and Tommy Chong. It's received nearly unanimous rave reviews from critics, and I have to agree; it's one of the best films of the year (so far)!Judy Hopps (Goodwin) had always dreamed of becoming the first rabbit police officer (since childhood). When her dreams finally come true, she's assigned to work at the Zootopia police department. Zootopia is a large metropolis; of all kinds of different mammals. Judy is (of course) initially met with a lot of skepticism (and prejudice). She tries to prove herself, by solving a missing otter case. She teams up with a clever con artist fox, named Nick Wilde (Bateman), in order to do so.The film is beautifully animated, and full of colorful (likable) characters. It's both funny and surprisingly touching; but what's most beautiful about the movie, is it's insightful message about bigotry. You can never judge anyone by their appearance, or social background, and what better way to illustrate that message to kids; than with a world full of various types of animals. I love this movie, because of that message (it's one that means a lot to me), and I don't usually love Disney animated films. This one is pretty important.Watch our movie review show 'MOVIE TALK' at: https://youtu.be/8JsPKeI7y6U",293,en,zootopia four half star five th feature film walt disney animation studio one revolves around world anthropomorphic animal cop bunny team con artist fox solve missing animal case directed byron howard rich moore co directed jared bush trio also co wrote movie writer film star voice talent ginnifer goodwin jason bateman idris elba j k simmons jenny slate nate torrence octavia spencer tommy chong received nearly unanimous rave review critic agree one best film year far judy hopps goodwin always dreamed becoming first rabbit police officer since childhood dream finally come true assigned work zootopia police department zootopia large metropolis kind different mammal judy course initially met lot skepticism prejudice try prove solving missing otter case team clever con artist fox named nick wilde bateman order film beautifully animated full colorful likable character funny surprisingly touching beautiful movie insightful message bigotry never judge anyone appearance social background better way illustrate message kid world full various type animal love movie message one mean lot usually love disney animated film one pretty important watch movie review show movie talk http youtu jspkei u,2016-03,181,2.1051747232469844
10,2018-12-02,"This movie was simply amazing! The characters were awesome, the city was awesome... This is a jumbo pack of excitement and adventure! Plus, this movie brings a major role showing that people are very trustworthy and it's wrong to judge a book by its cover! Like how Nick hated Judy at the beginning and stood up for her when Chief Bogo ordered her to give her batch! This movie is the BEST movie I've seen in my life...",78,en,movie simply amazing character awesome city awesome jumbo pack excitement adventure plus movie brings major role showing people trustworthy wrong judge book cover like nick hated judy beginning stood chief bogo ordered give batch movie best movie seen life,2018-12,39,3.3783293556287655
9,2016-02-17,"Disney has been on a winning streak lately, releasing great animated movies like Wreck-it Ralph, Frozen and Big Hero 6. The studio manages to add another gem to its line-up with Zootopia: a great film that tells a heartfelt story, while intelligently covering some delicate themes.The film follows the endeavors of Judy Hopps, a rabbit who wants to be a police officer in a world inhabited by anthropomorphic animals. The twist is that all animals are sized like they are in the real world. Being a small rabbit, Judy is often confronted with difficulties while trying to fulfill her dream, but she never gives up. After graduating at the top of her class, she ends up in the metropolis of Zootopia, where she is tasked with parking duty. Of course, Judy is not satisfied with this trivial activity. Thanks to her determination she manages to get assigned to a disappearance case. Since she does not get any help from the police force, she ends up trying to crack the case with a wayward fox named Nick.The story unfolds itself to be a heartfelt journey through some visually stunning environments. Zootopia is divided into several districts, including a desert, a rain forest and a snowy suburb. This ensures the movie never looks boring, as Judy and Nick travel through different parts of the city to solve their case. A lot of time was put into developing the city and all its details. The rain forest district, for example, stays humid thanks to an abundance of sprayers, ensuring the inhabitants feel right at home.While going through their journey, both Judy and Nick learn a lot about themselves and the world around them. Their characters are very well developed and undergo a logical and heartfelt evolution. This is where the movie really shines in my opinion, as it touches on some very delicate issues such as race and discrimination. It avoids being too preachy, but at the same time raises some really interesting questions, both for children and adults alike. These questions are all the more interesting when considering the recent racial tensions in the US and the refugee crisis in Europe. I had some very interesting conversations after the movie ended.Of course, there is also room for humor. There are a lot of puns and predictable funny moments alluding to animal stereotypes. The jokes are very well worked out though and they never feel cheesy.Overall, this is probably my favorite animated Disney movie since the Disney Revival started more then five years ago. It has great, lovable characters, a beautiful set-up, some great laughs and most importantly: a strong positive message for both kids an adults.",444,en,disney winning streak lately releasing great animated movie like wreck ralph frozen big hero studio manages add another gem line zootopia great film tell heartfelt story intelligently covering delicate theme film follows endeavor judy hopps rabbit want police officer world inhabited anthropomorphic animal twist animal sized like real world small rabbit judy often confronted difficulty trying fulfill dream never give graduating top class end metropolis zootopia tasked parking duty course judy satisfied trivial activity thanks determination manages get assigned disappearance case since get help police force end trying crack case wayward fox named nick story unfolds heartfelt journey visually stunning environment zootopia divided several district including desert rain forest snowy suburb ensures movie never look boring judy nick travel different part city solve case lot time put developing city detail rain forest district example stay humid thanks abundance sprayer ensuring inhabitant feel right home going journey judy nick learn lot world around character well developed undergo logical heartfelt evolution movie really shine opinion touch delicate issue race discrimination avoids preachy time raise really interesting question child adult alike question interesting considering recent racial tension u refugee crisis europe interesting conversation movie ended course also room humor lot pun predictable funny moment alluding animal stereotype joke well worked though never feel cheesy overall probably favorite animated disney movie since disney revival started five year ago great lovable character beautiful set great laugh importantly strong positive message kid adult,2016-02,237,2.6560636447408403
8,2016-06-27,"It has gotten to the point where I don't even really need to know what the film is about. If it's a Disney film, I feel pretty safe going to watch it.But this time, I knew about the story of Zootopia and was excited to see it.I was not let down.I love that the animation in these Disney movies is always top notch, full of detail down to the smallest things including hairs and scars, vibrant, beautiful colours and the voicing talents is always amazing; you might not know the actors but they always seem to fit the roles.The story is brilliant as usual – an entertaining buddy cop comedy with a little drama thrown in - funny and full of emotion, both for adults and for kids, something Disney seems to do with all of their movies flawlessly.If you love all the previous Disney movies, chances are you're going to love this!",153,en,gotten point even really need know film disney film feel pretty safe going watch time knew story zootopia excited see let love animation disney movie always top notch full detail smallest thing including hair scar vibrant beautiful colour voicing talent always amazing might know actor always seem fit role story brilliant usual entertaining buddy cop comedy little drama thrown funny full emotion adult kid something disney seems movie flawlessly love previous disney movie chance going love,2016-06,76,3.2674622930766994
7,2016-06-13,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.I hope I don't come off as a detractor for my 7 vote. From what I hear, this is now the greatest Disney cartoon ever, surpassing ""Frozen"" as the greatest Disney cartoon ever. But I don't know if I would quite go that far. This one seemed too dark at times, and the message got jumbled -- it was clearly an anti-racist message, but there was still the underlying theme that ""people"" had a nature to overcome. Heck, look at the sloths.But there is a lot of potential here with the world they have built. Sequels and spinoffs seem likely, and possibly a television show. Although not a perfect film, it is a giant undertaking that really deserves plenty of respect and more from the characters.",148,en,city anthropomorphic animal rookie bunny cop cynical con artist fox must work together uncover conspiracy hope come detractor vote hear greatest disney cartoon ever surpassing frozen greatest disney cartoon ever know would quite go far one seemed dark time message got jumbled clearly anti racist message still underlying theme people nature overcome heck look sloth lot potential world built sequel spinoffs seem likely possibly television show although perfect film giant undertaking really deserves plenty respect character,2016-06,76,2.5844728260532994
9,2019-04-28,"The stage curtains open ...What a fantastic movie! ""Zootopia"" really does deliver on all levels. Take away the animation, the striking visuals and the Disney magic ... and you're still left with a very good story. I like movies like this. It wasn't made just for the sake of being made ... all the fun animals and personalities, etc. It's intelligent and will keep adults just as entertained as the kids.Judy Hopps, a little rabbit growing up in Bunnyburrow, dreams of being a police officer when she gets older. Even though she is pressured from her parents to stay home and become a carrot farmer, she is determined to make her dreams come true. Fifteen years later, she enters, completes and graduates from the academy and is sent to the thriving metropolis of Zootopia where she is delegated the heavy responsibility of ... meter maid. However, it appears destiny has much more in store for her as she teams up with a fox named Nick to solve a baffling mystery that runs much deeper than they think.This is one of the better CG animated movies I've ever seen. It delivers a good crime story with humorous anecdotes, engaging action and top notch graphics. The acting is well done with a convincing plot and characters. The movie moves right along at a great pace ... except for the sloth scene, which was downright hilarious.""Zootopia"" is a very high recommend. It will keep you invested from start to finish with awesome development and a great finish. It is high on the re-watchable scale and I am already looking forward to seeing it again. If you have yet to see this one, pop it in, sit back and enjoy.",286,en,stage curtain open fantastic movie zootopia really deliver level take away animation striking visuals disney magic still left good story like movie like made sake made fun animal personality etc intelligent keep adult entertained kid judy hopps little rabbit growing bunnyburrow dream police officer get older even though pressured parent stay home become carrot farmer determined make dream come true fifteen year later enters completes graduate academy sent thriving metropolis zootopia delegated heavy responsibility meter maid however appears destiny much store team fox named nick solve baffling mystery run much deeper think one better cg animated movie ever seen delivers good crime story humorous anecdote engaging action top notch graphic acting well done convincing plot character movie move right along great pace except sloth scene downright hilarious zootopia high recommend keep invested start finish awesome development great finish high watchable scale already looking forward seeing yet see one pop sit back enjoy,2019-04,152,2.556242204441823
6,2017-01-04,"I guess this is about prejudices and discrimination of all kinds but I don't think it's very smart or incisive, or even particularly clever or witty. It picks the prejudices it wants to deal with and mostly sticks to those, while also undermining those same messages by reducing many others to those same kinds of stereotyping (rednecks, Italian mafioso, etc) and there doesn't seem to be any indication this is intentional or meant as subversiveness.Maybe it doesn't matter that much, this movie isn't meant to be a deep and thorough undertaking but it still hurts the film when its messages are blatantly obvious and screamed in your face and then slyly ignored when there's plot needed and a joke to be had.The rest of it is pretty standard modern animated pop-culturally aware farce.",133,en,guess prejudice discrimination kind think smart incisive even particularly clever witty pick prejudice want deal mostly stick also undermining message reducing many others kind stereotyping redneck italian mafioso etc seem indication intentional meant subversiveness maybe matter much movie meant deep thorough undertaking still hurt film message blatantly obvious screamed face slyly ignored plot needed joke rest pretty standard modern animated pop culturally aware farce,2017-01,64,2.643925739481526
2,2016-04-02,"Sluggish plot that is kind of predictable, a violent detective story that was not exactly for kids, but most of all it was chock-full of multicultural leftist propaganda that will leave you thinking you just watched a govt infomercial.The entire movie was a thinly-veiled message on tolerating the more 'aggressive' members of our society (who were all more 'ethnic' animals) and learning to trust/adopt rather than deport them.I think Frozen marked the beginning of the shift toward the left that Disney will be doing for the next films. I don't think I'm going to see any more of them. Children's movies should not be tools for political messaging.",108,en,sluggish plot kind predictable violent detective story exactly kid chock full multicultural leftist propaganda leave thinking watched govt infomercial entire movie thinly veiled message tolerating aggressive member society ethnic animal learning trust adopt rather deport think frozen marked beginning shift toward left disney next film think going see child movie tool political messaging,2016-04,53,2.3274387085216985
8,2016-04-03,"This movie was great! I thought this movie was not going to be a very good one, simply because the trailer was all about the DMV scene, so I though this would be the only funny part about it. But I was wrong. One thing I loved the most about the movie is that it has a great rhythm: I mean the scenes are fast going, they don't lose to much time.Another thing I found great was that everything was connected: no loose scenes. For instance,(SPOILER) saving the small mouse had an important consequence in the future; the acting scene in the beginning was connected with (almost) the last scene. I thought this was great.Overall, incredibly well made movie, which provided entertainment to all the family.",126,en,movie great thought movie going good one simply trailer dmv scene though would funny part wrong one thing loved movie great rhythm mean scene fast going lose much time another thing found great everything connected loose scene instance spoiler saving small mouse important consequence future acting scene beginning connected almost last scene thought great overall incredibly well made movie provided entertainment family,2016-04,62,2.9422653741823335
9,2016-05-29,"Animal Farm is an allegorical and dystopian novella by George Orwell, first published in England on 17 August 1945. After 70 years we get a nice movie well written and allegorical commenting on the two legged animals we see every day.Though the movie gives a solution to the animal behavior, we are yet to see any solution to the daily killings of human beings - mammals too - by human beings in the name of religion race and what not.Its difficult to find the solution for the whole earth as different type of specimens live in different parts of the world and its very difficult to have a single control over these animals",113,en,animal farm allegorical dystopian novella george orwell first published england august year get nice movie well written allegorical commenting two legged animal see every day though movie give solution animal behavior yet see solution daily killing human being mammal human being name religion race difficult find solution whole earth different type specimen live different part world difficult single control animal,2016-05,60,2.2204250029459827
8,2016-03-29,"In the idyllic kingdom of Zootopia, with six different types of ecosystems to accommodate every taste and comfort, animals have shelved their differences and both predators and prey cohabit peacefully. There is one shortcoming though; the police force lacks a rabbit. This is soon plugged thanks to the policy of inclusiveness pursued by the mayor and Judy Hopps becomes the first rabbit officer, much against the wishes of her parents who want her to become a carrot farmer. But the police chief, a buffalo, isn't too impressed and assigns Judy, the lowly job of parking enforcement.Don't let this yarn make you yawn. Serious trouble begins to brew in this Utopian metropolis; 14 animals go missing and rest of the film is about how Judy, aided by a clever fox, gets to the bottom of the sordid mystery.Zootopia is a thinly disguised parable on intolerance, xenophobia, stereotyping, discrimination and such contemporary social malaise that we see all around us. The 3D animation is astonishingly beautiful; I wanted to stay forever in that enthralling world.Zootopia is not really a film for kids; I saw many of them getting restless. The content is too adult to be subjected on the innocent kids. But it is utterly delightful viewing for the adults, especially for those who need to be reminded on what is wrong with our world.",223,en,idyllic kingdom zootopia six different type ecosystem accommodate every taste comfort animal shelved difference predator prey cohabit peacefully one shortcoming though police force lack rabbit soon plugged thanks policy inclusiveness pursued mayor judy hopps becomes first rabbit officer much wish parent want become carrot farmer police chief buffalo impressed assigns judy lowly job parking enforcement let yarn make yawn serious trouble begin brew utopian metropolis animal go missing rest film judy aided clever fox get bottom sordid mystery zootopia thinly disguised parable intolerance xenophobia stereotyping discrimination contemporary social malaise see around u animation astonishingly beautiful wanted stay forever enthralling world zootopia really film kid saw many getting restless content adult subjected innocent kid utterly delightful viewing adult especially need reminded wrong world,2016-03,122,2.4054647854861746
9,2016-03-28,"Disney really knows there way around a good story, one that have meaning and takes up a ""difficult"" subject so that both kids and adults get something out of it. We were all entertained, the entire family had been looking forward to this and we wasn't disappointed at all.You can see this just for the animation, that is really awesome and beautiful, it is also very rich both in color, but also in realism and diversity, the world of Zootropolis and it's different areas are really one great spectacle to watch.You can also see it for the characters, really just a lot of different representatives from vast areas of the animal kingdom, the main ones would maybe not be the obvious choice (a rabbit and a fox), but they meet so many others and it is a great experience to watch the diversity. There are so many characters to love in this, from our main characters Judy Hops and Nick Wilde, to Flash the funniest sloth I have ever seen, but there are so many other lovable characters.You could also see it for the story and the subject, it really is a great one, it has it all and my kids got as much out of it as I did, it really speaks to your senses and emotions, maybe a bit subliminal, but if you think about it again and again something got to give.Maybe see it for all of the above, it is an enjoyable animation all the way and with all it entails, just watch it and be entertained, you should be on several levels.Location, seating & time: Bio City, Nordisk Film, Taastrup, Denmark - Bio 1, row 9 seat 1, 2, 3, 4 & 5 - 17.02.2016 at 10.00",292,en,disney really know way around good story one meaning take difficult subject kid adult get something entertained entire family looking forward disappointed see animation really awesome beautiful also rich color also realism diversity world zootropolis different area really one great spectacle watch also see character really lot different representative vast area animal kingdom main one would maybe obvious choice rabbit fox meet many others great experience watch diversity many character love main character judy hop nick wilde flash funniest sloth ever seen many lovable character could also see story subject really great one kid got much really speaks sens emotion maybe bit subliminal think something got give maybe see enjoyable animation way entail watch entertained several level location seating time bio city nordisk film taastrup denmark bio row seat,2016-03,129,2.37888618231312
